CHILD_DRIV,AGE,CHILDREN,YOJ,INCOME,HOUSE_VAL,STATUS,GENDER,EDU_LEVEL,JOB,DISTANCE,CAR_USE,VEHICLE_VAL,VEHICLE_TYPE,CLM_FREQ,REVOKED,MVR_PTS,VEHICLE_AGE,CLAIM_IND,AREA
0,50,1,15,38635,337274,No,Fem,High School,Clerical,92,Private,5270,Sports Car,6,No,3,9,0,Highly Urban/ Urban
0,46,0,12,40507,241829,Yes,Fem,Bachelors,Clerical,88,Private,27940,Sports Car,0,Yes,0,,0,Highly Urban/ Urban
0,55,0,15,,507738,Yes,Fem,Bachelors,Professional,78,Private,20850,Sports Car,5,No,2,,0,Highly Urban/ Urban
2,45,3,15,69694,435174,No,Mal,Bachelors,Teacher,78,Commercial,23730,Panel Truck,2,No,4,,0,Highly Rural/ Rural
0,64,0,16,46729,730236,No,Mal,High School,Professional,97,Private,6600,Pickup,0,No,2,3,0,Highly Urban/ Urban
0,57,0,14,48192,337315,Yes,Fem,High School,Manager,96,Private,10830,unknown,6,No,2,3,0,Highly Urban/ Urban
0,45,0,13,46652,47112,No,Mal,Bachelors,Manager,77,Private,26300,Minivan,4,No,6,11,0,Highly Urban/ Urban
0,65,0,3,560,641901,Yes,Fem,Bachelors,Student,94,Commercial,6900,unknown,2,No,2,15,1,Highly Rural/ Rural
0,69,0,,560,382785,Yes,Mal,High School,Student,54,Private,7300,Minivan,0,Yes,2,10,1,Highly Urban/ Urban
1,61,2,19,85554,675530,Yes,Fem,Masters,Nurse,71,Private,13960,Minivan,0,No,4,21,0,Highly Urban/ Urban
0,72,0,12,55832,460112,Yes,Mal,<High School,Clerical,64,Private,13860,Minivan,0,No,2,3,0,Highly Rural/ Rural
0,36,2,18,40621,505042,Yes,Fem,High School,Teacher,84,Commercial,8310,unknown,1,No,4,3,0,Highly Urban/ Urban
0,36,1,17,71364,135447,No,Mal,High School,Clerical,85,Private,21530,Minivan,4,Yes,6,10,0,Highly Urban/ Urban
0,51,0,14,23030,459342,No,Fem,<High School,Student,77,Private,13810,unknown,4,No,11,7,1,Highly Urban/ Urban
0,58,0,9,51409,141336,No,Mal,High School,Teacher,94,Commercial,12820,Minivan,0,Yes,0,3,1,Highly Urban/ Urban
1,54,3,20,71830,407034,Yes,Mal,High School,Professional,91,Private,17810,Van,0,No,3,3,0,Highly Urban/ Urban
0,41,1,16,58143,325719,Yes,Fem,High School,Teacher,81,Commercial,15950,unknown,3,No,3,11,1,Highly Urban/ Urban
0,44,1,14,59751,469735,Yes,Mal,High School,Teacher,79,Commercial,20400,Van,1,No,2,10,0,Highly Urban/ Urban
0,63,0,17,64636,,Yes,Mal,Bachelors,Teacher,103,Commercial,13910,Minivan,3,No,8,,0,Highly Urban/ Urban
0,52,0,16,41393,259257,Yes,Mal,<High School,Teacher,111,Commercial,10780,Pickup,2,No,2,6,0,Highly Rural/ Rural
0,49,0,12,98361,1242611,No,Fem,Masters,Manager,62,Private,27630,Minivan,2,No,3,19,0,Highly Urban/ Urban
0,56,0,17,70257,423557,Yes,Mal,High School,Professional,64,Private,20310,Van,0,No,3,3,0,Highly Rural/ Rural
0,38,2,18,64625,269061,Yes,Fem,High School,Teacher,50,Commercial,16330,Sports Car,4,No,7,3,0,Highly Urban/ Urban
0,60,2,9,33661,142208,Yes,Fem,<High School,Clerical,84,Private,18430,Minivan,2,No,0,9,0,Highly Urban/ Urban
0,51,2,14,4503,406341,No,Fem,<High School,Student,135,Private,5670,Sports Car,4,No,8,8,0,Highly Rural/ Rural
0,54,3,18,8640,406341,Yes,Mal,<High School,Student,94,Private,2270,Minivan,2,No,5,7,1,Highly Urban/ Urban
0,46,1,,41162,319402,Yes,Mal,High School,Teacher,63,Commercial,4200,Minivan,1,No,2,,1,Highly Urban/ Urban
0,48,3,3,1360,494676,No,Fem,High School,Student,58,Commercial,22200,Pickup,2,No,0,3,0,Highly Urban/ Urban
0,58,0,15,133611,575818,Yes,Fem,Masters,Professional,56,Commercial,24800,Pickup,0,No,2,14,0,Highly Urban/ Urban
0,71,0,15,44610,440086,Yes,Fem,Masters,Nurse,77,Private,10270,Sports Car,0,No,0,13,0,Highly Urban/ Urban
0,64,0,,50493,549836,Yes,Fem,High School,Teacher,65,Commercial,7110,unknown,2,No,0,3,1,Highly Urban/ Urban
0,39,0,12,53418,472421,No,Fem,High School,Teacher,63,Commercial,9720,unknown,0,No,2,3,0,Highly Rural/ Rural
0,52,0,14,24446,170781,No,Fem,Bachelors,Home Maker,50,Private,8070,Minivan,0,No,0,14,0,Highly Rural/ Rural
0,64,0,14,,524924,Yes,Fem,High School,Home Maker,50,Private,12200,unknown,2,No,2,10,0,Highly Rural/ Rural
0,56,0,14,70998,528512,No,Mal,Masters,Manager,90,Private,12560,Minivan,0,No,0,21,1,Highly Urban/ Urban
2,69,3,18,24230,11778,No,Mal,<High School,Clerical,81,Private,8230,Pickup,4,No,4,7,0,Highly Rural/ Rural
0,46,0,,35284,737251,No,Mal,High School,Clerical,70,Private,12780,Minivan,1,No,7,11,0,Highly Urban/ Urban
0,30,1,14,201888,649264,Yes,Mal,PhD,Manager,70,Private,18090,Minivan,2,No,2,16,0,Highly Urban/ Urban
0,57,0,16,129834,340090,Yes,Mal,PhD,,109,Private,11090,Pickup,0,No,5,24,0,Highly Urban/ Urban
0,60,0,7,110184,683124,No,Mal,Bachelors,Manager,74,Commercial,21170,Van,4,No,8,16,0,Highly Urban/ Urban
0,44,0,12,,,No,Fem,Bachelors,Manager,95,Private,8650,unknown,1,Yes,3,15,0,Highly Urban/ Urban
0,43,0,11,35488,182559,No,Fem,Masters,Manager,72,Private,12700,Sports Car,4,No,2,15,1,Highly Urban/ Urban
0,43,2,15,12175,111891,No,Mal,High School,Student,77,Commercial,5020,Pickup,6,No,14,10,1,Highly Urban/ Urban
0,58,0,,70792,482799,Yes,Fem,High School,Teacher,78,Commercial,13750,unknown,2,No,1,11,0,Highly Urban/ Urban
0,52,2,18,44768,276135,Yes,Mal,Bachelors,Professional,100,Private,10280,Minivan,2,No,6,9,0,Highly Rural/ Rural
0,46,1,12,21812,712009,Yes,Fem,High School,Home Maker,50,Private,6390,Sports Car,2,No,5,3,1,Highly Urban/ Urban
0,44,1,14,70802,539229,No,Mal,Bachelors,Teacher,70,Commercial,8480,Pickup,4,No,8,8,0,Highly Urban/ Urban
0,42,2,12,41502,442253,Yes,Fem,Masters,,65,Private,16060,Minivan,3,Yes,8,20,0,Highly Urban/ Urban
1,60,4,20,82730,511961,Yes,Fem,Bachelors,Teacher,62,Commercial,24350,unknown,0,No,4,3,0,Highly Rural/ Rural
0,76,0,3,560,97256,Yes,Mal,High School,Home Maker,81,Private,19260,Minivan,3,No,5,3,0,Highly Urban/ Urban
1,26,3,12,28391,300877,No,Fem,<High School,Teacher,103,Private,15400,unknown,0,No,2,9,0,Highly Rural/ Rural
0,39,1,14,52942,489700,No,Fem,Bachelors,Clerical,70,Private,4600,Sports Car,0,Yes,3,5,0,Highly Rural/ Rural
0,54,0,13,30859,700254,No,Fem,High School,Home Maker,68,Private,8450,Sports Car,1,No,3,3,0,Highly Urban/ Urban
0,25,3,16,39820,501106,Yes,Mal,<High School,Teacher,94,Commercial,18640,Van,2,No,4,,1,Highly Urban/ Urban
0,49,0,14,49297,683857,Yes,Mal,Bachelors,Teacher,77,Commercial,5200,Pickup,0,Yes,6,,1,Highly Urban/ Urban
0,57,0,13,48566,522037,No,Fem,<High School,Teacher,64,Private,22000,Minivan,0,No,4,9,0,Highly Urban/ Urban
0,21,3,17,96151,410495,Yes,Fem,Bachelors,Teacher,75,Commercial,19150,Sports Car,3,No,3,13,0,Highly Urban/ Urban
0,61,0,16,50222,568995,Yes,Fem,Bachelors,Clerical,76,Private,19730,Pickup,0,No,0,11,0,Highly Urban/ Urban
0,52,0,18,25806,429342,Yes,Mal,Bachelors,Manager,101,Private,13900,Minivan,4,Yes,6,3,0,Highly Urban/ Urban
0,47,0,8,135673,300339,No,Mal,PhD,Doctor,85,Private,21950,Van,2,Yes,4,20,0,Highly Urban/ Urban
0,50,0,16,,247338,No,Mal,Masters,Nurse,53,Private,19710,Minivan,2,No,4,19,0,Highly Urban/ Urban
0,72,0,,9151,,Yes,Mal,Masters,Nurse,78,Private,1500,Minivan,4,No,4,18,1,Highly Urban/ Urban
1,58,1,19,38705,731167,Yes,Mal,High School,Clerical,74,Commercial,24030,Panel Truck,3,No,3,10,0,Highly Urban/ Urban
0,90,0,14,14787,224825,Yes,Fem,Masters,Home Maker,90,Private,8520,unknown,0,No,2,3,0,Highly Rural/ Rural
0,65,1,15,92707,413195,Yes,Mal,Masters,Manager,82,Private,17130,Van,0,No,2,16,1,Highly Urban/ Urban
0,42,0,10,77394,565344,No,Fem,High School,Teacher,84,Commercial,11880,unknown,0,Yes,0,7,1,Highly Urban/ Urban
0,59,1,7,23503,532808,Yes,Mal,High School,Clerical,82,Private,1500,Minivan,0,No,2,,0,Highly Urban/ Urban
0,58,0,15,15920,258552,Yes,Fem,High School,Home Maker,57,Private,7180,Sports Car,3,No,2,8,0,Highly Urban/ Urban
0,54,0,13,35720,,No,Mal,Bachelors,Clerical,67,Commercial,24060,Minivan,2,No,7,8,1,Highly Urban/ Urban
0,32,0,15,43357,141336,No,Fem,High School,Teacher,76,Commercial,27140,Minivan,2,No,1,11,1,Highly Urban/ Urban
0,37,0,15,14584,423829,Yes,Fem,<High School,Clerical,71,Private,15820,Minivan,6,No,2,8,1,Highly Urban/ Urban
0,41,0,10,19171,141336,No,Fem,High School,Clerical,65,Private,6720,unknown,2,No,3,3,1,Highly Urban/ Urban
0,33,1,15,43016,155044,Yes,Fem,High School,Teacher,67,Commercial,8900,unknown,2,No,2,3,0,Highly Urban/ Urban
0,51,0,11,98032,471479,Yes,Fem,PhD,Doctor,88,Private,38820,unknown,2,No,5,10,0,Highly Urban/ Urban
0,27,2,15,48956,365891,No,Mal,High School,Clerical,50,Commercial,8800,Pickup,2,No,3,11,1,Highly Urban/ Urban
0,54,0,16,160965,742014,No,Mal,Masters,Manager,53,Commercial,19170,Van,7,No,7,13,0,Highly Urban/ Urban
0,58,0,16,21447,554131,Yes,Mal,<High School,Clerical,60,Private,18570,Van,2,No,4,8,0,Highly Urban/ Urban
2,51,3,13,31539,,No,Fem,<High School,Clerical,92,Private,14630,unknown,2,No,2,3,0,Highly Rural/ Rural
0,60,0,16,91993,338570,No,Mal,Masters,Nurse,72,Private,7000,Pickup,0,No,3,17,0,Highly Urban/ Urban
0,47,0,15,46793,129558,No,Fem,<High School,Teacher,67,Private,10520,Minivan,3,No,2,3,0,Highly Urban/ Urban
0,54,0,14,34176,235560,No,Mal,High School,Clerical,97,Commercial,30340,Panel Truck,0,No,0,10,0,Highly Urban/ Urban
0,54,0,11,96126,812861,No,Mal,Bachelors,Professional,102,Commercial,21690,Van,5,No,6,10,1,Highly Urban/ Urban
0,69,0,16,171509,888703,Yes,Mal,PhD,Manager,75,Private,23730,Minivan,0,No,0,17,0,Highly Urban/ Urban
0,80,0,17,90966,912500,No,Fem,Bachelors,Clerical,77,Private,10460,unknown,2,Yes,0,10,0,Highly Urban/ Urban
0,59,0,16,41315,622463,No,Mal,High School,Teacher,55,Commercial,2690,Minivan,0,No,2,3,1,Highly Rural/ Rural
0,49,1,3,960,541788,Yes,Fem,<High School,Student,76,Private,16080,Pickup,2,No,1,3,0,Highly Urban/ Urban
0,51,0,12,68978,318277,Yes,Mal,Masters,Nurse,65,Private,12340,Minivan,0,No,1,17,0,Highly Urban/ Urban
0,70,0,16,55670,384701,Yes,Fem,Masters,Nurse,51,Private,17100,unknown,2,No,2,,1,Highly Urban/ Urban
0,46,3,17,31949,541442,Yes,Fem,<High School,Teacher,61,Private,12710,unknown,2,No,0,7,0,Highly Rural/ Rural
0,53,1,14,29870,383992,Yes,Mal,High School,Clerical,50,Commercial,9240,Pickup,2,Yes,3,4,1,Highly Urban/ Urban
0,50,3,15,60653,703468,Yes,Fem,High School,Clerical,95,Commercial,23950,Panel Truck,2,No,3,8,0,Highly Urban/ Urban
0,54,0,12,41276,611751,Yes,Fem,High School,Professional,54,Private,5570,unknown,4,No,7,10,0,Highly Urban/ Urban
0,41,0,13,80963,371535,No,Mal,Bachelors,Professional,80,Private,13940,Minivan,5,No,7,9,0,Highly Urban/ Urban
0,65,2,3,1360,276361,Yes,Fem,Bachelors,Home Maker,59,Private,1500,unknown,3,No,1,7,1,Highly Urban/ Urban
0,53,0,15,52098,346468,Yes,Fem,Bachelors,Clerical,80,Private,11240,Sports Car,0,No,2,13,0,Highly Rural/ Rural
0,54,0,16,69058,640440,Yes,Mal,Bachelors,Manager,77,Private,1500,Minivan,0,No,0,3,0,Highly Urban/ Urban
0,59,2,15,69149,306228,No,Mal,Masters,Nurse,71,Private,15090,Minivan,3,No,4,12,0,Highly Urban/ Urban
0,66,0,3,960,153042,Yes,Fem,Bachelors,Home Maker,97,Private,6430,unknown,1,No,8,14,1,Highly Urban/ Urban
0,61,0,17,27766,556125,Yes,Mal,High School,Clerical,67,Private,1500,Minivan,2,No,8,3,0,Highly Urban/ Urban
0,74,0,14,32752,483797,Yes,Mal,<High School,Clerical,83,Private,17460,Minivan,3,No,9,9,0,Highly Urban/ Urban
0,55,0,11,106650,483645,Yes,Mal,Bachelors,Teacher,82,Commercial,12110,Pickup,0,No,0,3,0,Highly Urban/ Urban
0,49,3,16,39023,599898,Yes,Mal,<High School,Teacher,100,Commercial,11610,Pickup,0,No,0,3,0,Highly Rural/ Rural
0,36,4,17,2334,213472,Yes,Mal,High School,Student,88,Private,12720,Minivan,0,No,0,,0,Highly Rural/ Rural
0,86,0,14,40723,190272,Yes,Fem,Bachelors,Home Maker,58,Commercial,21190,Pickup,2,No,3,12,0,Highly Rural/ Rural
0,65,1,3,960,327167,Yes,Fem,Masters,Nurse,87,Private,11100,unknown,2,No,0,12,0,Highly Rural/ Rural
1,37,2,14,11226,123669,Yes,Fem,High School,Student,55,Private,5600,unknown,2,No,2,8,1,Highly Urban/ Urban
0,60,1,13,106072,486434,Yes,Mal,Masters,Manager,77,Commercial,24040,Panel Truck,0,No,1,22,0,Highly Urban/ Urban
1,43,1,3,960,441675,Yes,Mal,High School,Student,65,Commercial,8660,Pickup,2,No,3,3,1,Highly Urban/ Urban
0,70,0,,55499,303102,Yes,Fem,Bachelors,Manager,83,Private,12010,Minivan,0,No,5,16,0,Highly Urban/ Urban
0,48,3,15,61719,58890,No,Fem,Bachelors,Professional,81,Private,5300,Sports Car,2,No,0,9,0,Highly Rural/ Rural
0,57,0,13,45534,200226,No,Mal,Masters,Nurse,84,Private,27130,Minivan,3,No,2,23,0,Highly Urban/ Urban
0,51,2,17,58644,513142,No,Fem,Bachelors,Professional,67,Private,5300,Sports Car,4,No,0,19,1,Highly Urban/ Urban
1,50,2,16,59153,217238,Yes,Mal,Bachelors,Teacher,69,Private,26650,Minivan,2,No,1,10,0,Highly Rural/ Rural
1,65,1,14,67344,498149,Yes,Mal,Bachelors,Manager,94,Private,29350,unknown,0,No,0,3,0,Highly Urban/ Urban
0,68,0,3,960,312117,No,Fem,Bachelors,Home Maker,78,Private,4270,Sports Car,0,No,5,11,1,Highly Urban/ Urban
0,64,0,14,67183,656493,Yes,Mal,<High School,Teacher,77,Commercial,34300,Panel Truck,3,No,2,3,0,Highly Rural/ Rural
0,39,1,11,19592,182559,No,Fem,High School,Clerical,66,Private,10800,unknown,2,No,5,3,1,Highly Urban/ Urban
0,54,0,3,560,282340,Yes,Fem,PhD,Home Maker,79,Private,7000,unknown,3,No,2,16,0,Highly Urban/ Urban
0,78,0,15,59724,382785,No,Mal,PhD,,65,Commercial,6200,Pickup,0,No,0,9,0,Highly Urban/ Urban
0,39,3,19,7358,268754,Yes,Fem,Bachelors,Home Maker,84,Private,5840,Sports Car,6,No,4,14,1,Highly Urban/ Urban
0,44,0,11,54849,5889,No,Fem,Bachelors,Teacher,90,Commercial,6960,unknown,5,No,2,16,1,Highly Urban/ Urban
0,64,1,18,31364,371355,Yes,Fem,High School,Clerical,84,Private,13140,unknown,5,No,6,9,1,Highly Rural/ Rural
0,24,2,15,67789,276783,No,Fem,Bachelors,Manager,84,Private,11420,unknown,0,No,2,15,0,Highly Urban/ Urban
0,90,0,13,37940,141336,No,Mal,Masters,Nurse,59,Private,11640,unknown,2,No,2,17,1,Highly Urban/ Urban
0,86,0,15,72069,297042,Yes,Mal,<High School,Teacher,82,Private,13020,Minivan,2,No,5,8,0,Highly Urban/ Urban
0,45,2,16,29737,717141,Yes,Mal,<High School,Teacher,82,Commercial,7880,Pickup,4,No,7,3,1,Highly Urban/ Urban
0,68,0,17,73297,210378,Yes,Mal,PhD,Manager,73,Commercial,27130,Panel Truck,5,No,2,13,0,Highly Urban/ Urban
0,42,1,16,28182,216801,Yes,Mal,High School,Clerical,78,Private,12200,Pickup,2,No,3,3,0,Highly Urban/ Urban
0,28,0,14,53945,381917,No,Mal,Masters,Nurse,71,Private,12590,Minivan,2,No,4,12,0,Highly Urban/ Urban
2,77,2,19,9119,306228,No,Fem,PhD,Home Maker,90,Private,8470,Sports Car,0,No,3,14,0,Highly Rural/ Rural
0,60,0,14,153597,447564,No,Mal,PhD,,59,Commercial,22220,Van,4,No,10,,0,Highly Urban/ Urban
0,50,0,11,22927,196366,Yes,Mal,<High School,Teacher,87,Commercial,17990,Van,4,No,7,3,0,Highly Urban/ Urban
0,72,0,15,62714,382785,No,Fem,Masters,Nurse,68,Private,7680,unknown,0,No,2,11,0,Highly Rural/ Rural
0,64,0,11,56671,,Yes,Fem,High School,Professional,106,Private,14180,unknown,4,No,3,12,1,Highly Urban/ Urban
0,62,0,12,106183,223782,No,Mal,Bachelors,Manager,92,Private,15810,Minivan,2,No,0,14,0,Highly Urban/ Urban
0,56,2,14,89347,257176,No,Fem,Masters,,50,Commercial,14880,Pickup,2,No,4,15,0,Highly Urban/ Urban
0,65,0,11,99253,1127640,Yes,Fem,Masters,Professional,59,Private,17070,Minivan,2,No,4,21,0,Highly Urban/ Urban
0,51,3,18,72979,117780,No,Fem,Bachelors,Professional,91,Private,12400,unknown,3,No,10,3,1,Highly Urban/ Urban
0,39,3,15,14929,360198,Yes,Fem,<High School,Clerical,82,Private,32280,unknown,2,No,4,8,0,Highly Rural/ Rural
0,48,0,13,63112,278895,Yes,Fem,Bachelors,Clerical,79,Private,29080,Sports Car,3,No,6,7,0,Highly Urban/ Urban
0,58,0,17,19242,783237,Yes,Fem,High School,Student,106,Commercial,17500,unknown,0,No,0,9,1,Highly Urban/ Urban
0,52,0,14,72263,396400,No,Fem,Bachelors,Teacher,76,Commercial,12730,unknown,4,No,4,10,1,Highly Urban/ Urban
0,71,0,11,21403,488405,Yes,Mal,<High School,Teacher,85,Private,1500,unknown,1,No,10,3,1,Highly Urban/ Urban
0,66,0,10,34309,278965,Yes,Mal,<High School,Teacher,77,Commercial,10570,Pickup,4,No,6,6,0,Highly Urban/ Urban
1,56,1,15,6381,600678,Yes,Fem,<High School,Student,76,Commercial,11130,unknown,0,No,4,9,1,Highly Rural/ Rural
0,71,0,14,53953,412018,Yes,Fem,High School,Teacher,97,Commercial,26560,Pickup,0,No,2,3,0,Highly Urban/ Urban
0,39,0,15,,812135,Yes,Mal,Bachelors,Teacher,80,Commercial,20950,Van,2,No,5,11,0,Highly Rural/ Rural
0,66,0,12,79243,321634,Yes,Mal,Bachelors,Manager,61,Private,6400,Pickup,2,No,0,14,0,Highly Urban/ Urban
0,46,2,10,,117780,Yes,Fem,<High School,Student,97,Private,7530,Sports Car,0,No,4,3,0,Highly Urban/ Urban
0,63,0,,,145477,Yes,Fem,<High School,Clerical,66,Private,9420,unknown,3,No,4,9,0,Highly Urban/ Urban
0,57,0,15,113441,572058,Yes,Mal,PhD,,53,Commercial,25790,Panel Truck,2,No,1,18,0,Highly Urban/ Urban
0,27,0,3,960,,Yes,Fem,High School,Home Maker,77,Private,14530,Minivan,3,No,2,14,1,Highly Urban/ Urban
1,42,1,15,62578,405497,Yes,Fem,Bachelors,Professional,70,Private,13220,Minivan,2,No,6,10,1,Highly Urban/ Urban
0,48,0,17,37580,347162,No,Fem,<High School,Clerical,110,Private,12000,unknown,0,No,2,9,0,Highly Rural/ Rural
0,60,0,13,44499,259773,Yes,Fem,Masters,Nurse,88,Private,13290,unknown,3,No,7,18,1,Highly Urban/ Urban
0,44,0,14,94299,406289,Yes,Mal,Bachelors,Professional,91,Commercial,23790,Panel Truck,3,No,8,3,0,Highly Urban/ Urban
1,49,2,14,89452,270894,No,Fem,Bachelors,Professional,53,Private,14750,Minivan,0,Yes,2,10,0,Highly Urban/ Urban
0,51,2,13,104293,654165,Yes,Fem,Bachelors,Teacher,85,Commercial,11790,unknown,2,No,1,10,0,Highly Urban/ Urban
0,66,0,13,4959,200226,No,Mal,<High School,Student,113,Private,17130,Van,2,No,0,3,0,Highly Rural/ Rural
0,63,0,11,43770,530010,No,Mal,PhD,Doctor,50,Private,16410,unknown,1,No,3,,0,Highly Urban/ Urban
0,50,0,19,46367,233905,Yes,Mal,Bachelors,Professional,52,Commercial,18650,Van,2,No,1,7,0,Highly Urban/ Urban
0,47,2,17,30610,736361,Yes,Fem,High School,Teacher,90,Commercial,9170,unknown,3,No,10,9,1,Highly Urban/ Urban
0,30,0,15,5175,223782,Yes,Fem,<High School,Student,68,Private,6120,unknown,5,No,7,3,0,Highly Urban/ Urban
0,48,0,11,21510,129612,No,Fem,High School,Clerical,83,Private,7960,Sports Car,3,No,0,3,1,Highly Urban/ Urban
0,38,3,19,73469,206115,No,Mal,High School,Professional,83,Private,12380,Minivan,0,No,4,3,0,Highly Rural/ Rural
0,49,1,15,27585,477009,No,Fem,High School,Clerical,78,Private,5360,unknown,2,No,5,12,0,Highly Rural/ Rural
0,33,4,16,29721,351347,Yes,Mal,High School,Clerical,66,Commercial,24690,Panel Truck,0,Yes,2,3,1,Highly Urban/ Urban
0,51,1,14,72253,347159,No,Fem,Bachelors,Teacher,72,Commercial,8630,unknown,2,No,2,14,0,Highly Rural/ Rural
0,58,0,17,32533,362849,Yes,Mal,Bachelors,Clerical,108,Private,11490,Pickup,5,No,2,10,0,Highly Urban/ Urban
0,45,2,16,40968,464859,Yes,Mal,High School,Clerical,92,Commercial,16820,Van,3,No,5,,0,Highly Urban/ Urban
0,35,2,16,35328,695931,Yes,Fem,<High School,Teacher,93,Private,7640,Sports Car,0,No,6,3,1,Highly Urban/ Urban
0,60,2,18,76071,884788,Yes,Fem,Masters,Nurse,83,Private,18580,Minivan,2,No,2,18,0,Highly Urban/ Urban
0,68,0,16,62519,632080,Yes,Mal,Masters,,82,Commercial,19210,Van,4,Yes,9,15,1,Highly Urban/ Urban
0,76,0,15,189738,176670,No,Mal,Masters,Manager,74,Private,10680,Pickup,0,No,0,15,0,Highly Urban/ Urban
0,69,0,13,110860,709189,Yes,Fem,Masters,Manager,52,Private,9500,unknown,2,No,2,15,0,Highly Urban/ Urban
0,61,0,15,38594,394829,No,Mal,<High School,Teacher,64,Private,14200,Minivan,2,No,3,3,0,Highly Urban/ Urban
0,41,0,6,60193,405149,Yes,Mal,Bachelors,Manager,101,Private,17450,Van,5,No,5,11,0,Highly Urban/ Urban
1,52,1,13,99731,321669,Yes,Mal,Bachelors,Professional,95,Commercial,30300,Panel Truck,2,No,1,16,0,Highly Rural/ Rural
1,56,1,12,24181,173594,Yes,Mal,<High School,Clerical,81,Commercial,5300,Pickup,0,No,4,3,0,Highly Rural/ Rural
0,77,0,12,27483,147225,No,Mal,PhD,Doctor,100,Private,10610,unknown,5,No,0,25,0,Highly Urban/ Urban
0,60,0,14,34016,612743,No,Mal,Bachelors,Clerical,96,Private,19120,Minivan,0,Yes,2,3,1,Highly Urban/ Urban
0,47,0,16,37292,182559,No,Mal,High School,Teacher,87,Commercial,27710,Panel Truck,0,Yes,8,3,1,Highly Urban/ Urban
2,55,2,3,960,359229,Yes,Mal,<High School,Student,61,Private,13240,Minivan,0,No,2,8,0,Highly Urban/ Urban
0,63,0,13,42015,58890,No,Fem,High School,Teacher,69,Commercial,18080,unknown,2,No,2,10,0,Highly Rural/ Rural
0,73,0,13,38587,88335,No,Mal,High School,Professional,85,Commercial,6300,Pickup,3,Yes,7,3,1,Highly Urban/ Urban
0,59,2,3,960,35334,Yes,Fem,Bachelors,Student,50,Commercial,8920,unknown,2,No,5,7,1,Highly Urban/ Urban
0,36,4,3,560,,No,Mal,Bachelors,Student,77,Commercial,5080,Pickup,3,No,2,8,1,Highly Urban/ Urban
0,60,0,17,29656,553515,No,Mal,Bachelors,Clerical,94,Commercial,5920,Pickup,2,No,2,9,0,Highly Urban/ Urban
0,59,0,9,87058,334203,Yes,Fem,Bachelors,Professional,94,Commercial,17360,Pickup,2,No,4,16,0,Highly Urban/ Urban
0,43,0,14,24298,565184,Yes,Fem,<High School,Teacher,69,Private,7530,Sports Car,2,No,0,7,1,Highly Urban/ Urban
0,81,0,17,108898,463068,Yes,Fem,Bachelors,Professional,67,Private,18550,unknown,2,No,2,6,0,Highly Urban/ Urban
0,55,1,15,14407,371301,Yes,Fem,High School,Clerical,89,Private,6080,unknown,3,No,0,12,1,Highly Urban/ Urban
0,38,3,18,26607,325786,Yes,Mal,High School,Clerical,81,Private,10710,Pickup,2,No,4,8,1,Highly Urban/ Urban
0,39,3,19,9962,400452,Yes,Fem,<High School,Student,64,Commercial,4700,unknown,0,No,1,3,0,Highly Urban/ Urban
0,58,0,17,5390,483178,Yes,Fem,High School,Home Maker,90,Private,6440,unknown,0,No,5,12,0,Highly Rural/ Rural
0,38,0,14,66660,551967,Yes,Fem,High School,Teacher,82,Commercial,27270,unknown,1,No,8,9,0,Highly Urban/ Urban
0,69,0,16,75749,282672,No,Fem,Masters,Nurse,82,Private,15280,unknown,3,No,8,21,1,Highly Urban/ Urban
0,54,0,16,68763,312999,No,Fem,High School,Manager,57,Private,5330,unknown,2,No,4,3,0,Highly Urban/ Urban
0,60,0,16,66035,35334,No,Fem,Bachelors,Professional,78,Private,12610,unknown,3,No,5,13,1,Highly Urban/ Urban
2,59,2,3,560,924160,No,Fem,High School,Home Maker,87,Private,7100,unknown,0,No,8,11,1,Highly Urban/ Urban
0,68,0,3,1360,180546,Yes,Fem,PhD,Doctor,62,Private,9940,unknown,2,No,0,11,0,Highly Urban/ Urban
0,53,0,13,126135,331668,Yes,Fem,Bachelors,Manager,66,Private,17430,Minivan,0,No,3,15,0,Highly Urban/ Urban
0,55,0,12,17609,500565,Yes,Fem,High School,Student,54,Private,29160,Minivan,2,No,5,9,0,Highly Urban/ Urban
0,71,0,18,74820,383451,Yes,Fem,Masters,Nurse,76,Private,15530,unknown,0,No,0,13,0,Highly Urban/ Urban
0,58,0,15,65523,520445,Yes,Mal,Masters,Professional,69,Commercial,7960,Pickup,0,Yes,2,14,1,Highly Urban/ Urban
0,69,0,15,35578,530607,Yes,Fem,High School,Home Maker,73,Private,28470,Pickup,2,No,7,,0,Highly Urban/ Urban
0,53,0,13,22630,294450,No,Fem,<High School,Home Maker,72,Private,9800,unknown,4,No,8,3,1,Highly Urban/ Urban
0,97,1,17,46836,225197,Yes,Fem,High School,Professional,75,Private,18880,Sports Car,1,No,9,3,0,Highly Urban/ Urban
0,67,0,16,33149,445840,Yes,Fem,High School,Professional,101,Private,17380,unknown,0,No,2,6,1,Highly Urban/ Urban
1,48,2,3,960,200226,No,Fem,<High School,Home Maker,105,Private,5300,Sports Car,2,No,0,6,1,Highly Urban/ Urban
0,50,0,16,74669,436995,Yes,Mal,Bachelors,Teacher,66,Commercial,8910,Pickup,2,No,2,11,0,Highly Urban/ Urban
0,50,1,12,9368,96103,No,Mal,<High School,Clerical,90,Private,19900,Van,0,No,7,8,1,Highly Urban/ Urban
